GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,RESIDENCE_STRATUM,SOCIAL_SUPPORT,HOUSEHOLD_SIZE,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,REFRIGERATOR,PHONE,MOBILE,HOUSEHOLD_INCOME,JOB,PUBLIC_SCHOOL,SCHOOL_TYPE,QR_PRO,ENG_PRO
F,4.0,4.0,Executive,Small entrepreneur ,5.0,None,4.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,7.0,0.0,no,ACADEMIC,72,97
F,3.0,3.0,Technical or professional level employee,Auxiliary or Administrative,2.0,Level 2,2.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2.0,0.0,no,TECHNICAL/ACADEMIC,93,78
M,2.5,3.0,Operator,Operator,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.0,0.0,no,TECHNICAL/ACADEMIC,98,93
M,1.5,3.0,Small entrepreneur ,Technical or professional level employee,2.0,None,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,43,21
F,3.0,2.5,Executive,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,97,97
M,2.0,3.0,Retired,Technical or professional level employee,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,86,39
F,3.0,4.0,Technical or professional level employee,Technical or professional level employee,2.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,94,75
M,2.0,2.0,Operator,Home,2.0,Level 2,3.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,4.0,0.0,no,ACADEMIC,97,93
M,3.0,3.0,Independent,Technical or professional level employee,3.0,None,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,86,76
M,3.0,3.0,Executive,Home,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,7.0,0.0,no,ACADEMIC,100,99
M,4.0,3.0,Executive,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,92,94
M,2.0,2.0,Independent,Home,1.0,Level 1,5.0,No,No,No,No,Yes,No,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL,97,78
F,2.5,3.0,Technical or professional level employee,Home,3.0,None,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4.0,0.0,yes,TECHNICAL/ACADEMIC,90,92
M,2.0,2.0,Other occupation,Other occupation,2.0,None,2.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,2.0,no,ACADEMIC,82,87
F,2.0,2.0,Independent,Independent,1.0,Level 2,3.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.0,0.0,no,ACADEMIC,98,97
M,4.0,2.0,Technical or professional level employee,Independent,2.0,Level 1,5.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,91,80
M,2.0,1.5,Retired,Home,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,100,87
F,4.0,3.0,Executive,Executive,4.0,None,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,75,85
M,3.0,3.0,Technical or professional level employee,Home,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,98,96
M,0.5,1.5,Independent,Operator,2.0,Level 2,3.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,98,63
F,2.0,3.0,Small entrepreneur ,Home,1.0,Level 1,5.0,No,Yes,No,No,No,Yes,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL,98,86
F,1.0,2.0,Other occupation,Other occupation,3.0,Level 3,4.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,100,86
M,2.5,3.0,Independent,Home,3.0,Level 2,3.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,100,92
F,4.0,3.0,Technical or professional level employee,Executive,4.0,None,3.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,3.0,0.0,no,ACADEMIC,96,68
M,3.0,1.5,Independent,Home,2.0,Level 2,4.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL,97,43
F,3.0,2.0,Auxiliary or Administrative,Home,3.0,None,10.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,4.0,0.0,yes,ACADEMIC,83,77
F,0.5,2.5,Independent,Independent,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,70,69
F,0.5,1.5,Independent,Home,2.0,None,5.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,44,30
M,2.0,2.0,Other occupation,Other occupation,2.0,None,2.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2.0,0.0,no,ACADEMIC,89,89
F,2.0,2.0,Independent,Auxiliary or Administrative,2.0,None,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,TECHNICAL,77,42
M,0.0,0.0,Independent,Independent,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,76,88
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,4.0,None,6.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,yes,TECHNICAL/ACADEMIC,21,32
F,3.0,3.0,Executive,Home,2.0,Level 2,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,20,22
F,3.0,3.0,Operator,Operator,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,93,100
F,3.0,3.0,Independent,Home,3.0,Level 3,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,100,92
F,3.0,3.0,Technical or professional level employee,Auxiliary or Administrative,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,86,87
M,1.5,3.0,Small entrepreneur ,Retired,2.0,Level 2,3.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,99,100
M,2.0,2.0,Operator,Independent,2.0,None,5.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,99,82
M,2.5,2.5,Auxiliary or Administrative,Auxiliary or Administrative,2.0,Level 2,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,23,1
M,1.5,1.0,Retired,Home,1.0,Level 1,4.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,99,91
M,4.0,4.0,Executive,Technical or professional level employee,5.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,98,81
F,2.0,2.0,Independent,Independent,3.0,Level 2,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,no,TECHNICAL,70,46
M,3.0,3.0,Executive,Independent professional,6.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,98,98
F,1.5,1.5,Entrepreneur ,Home,2.0,Level 2,3.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.0,0.0,no,ACADEMIC,26,55
F,2.0,2.0,Independent,Entrepreneur ,2.0,None,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,2.0,0.0,no,ACADEMIC,67,40
M,2.0,3.0,Operator,Auxiliary or Administrative,1.0,Level 1,4.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,92,77
F,1.5,2.0,Independent professional,Independent professional,2.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,81,51
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,2.0,Level 2,5.0,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,99,74
M,3.0,3.0,Small entrepreneur ,Home,6.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,6.0,0.0,no,ACADEMIC,94,94
F,3.0,3.0,Auxiliary or Administrative,Auxiliary or Administrative,3.0,None,4.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,2.0,0.0,no,ACADEMIC,97,95
F,2.5,2.5,Independent,Independent,3.0,None,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,57,82
M,0.5,0.5,Independent,Home,1.0,Level 1,3.0,Yes,Yes,No,No,Yes,No,No,No,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,98,85
F,3.0,2.5,Retired,Home,4.0,None,2.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,94,81
F,3.0,3.0,Executive,Auxiliary or Administrative,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,98,94
F,3.0,2.0,Technical or professional level employee,Home,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,79,51
F,3.0,3.0,Small entrepreneur ,Technical or professional level employee,3.0,None,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,93,100
F,2.5,2.5,Independent,Small entrepreneur ,3.0,Level 2,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1.0,0.0,yes,TECHNICAL/ACADEMIC,83,50
M,3.0,4.0,Other occupation,Auxiliary or Administrative,3.0,None,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,99,76
F,2.0,1.5,Other occupation,Home,2.0,Level 1,4.0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,95,72
M,2.0,2.0,Independent,Home,2.0,Level 2,5.0,No,No,No,No,Yes,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,79,90
M,3.0,3.0,Independent,Home,3.0,Level 3,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,87,71
F,3.0,2.0,Technical or professional level employee,Independent professional,3.0,None,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,84,42
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,2.0,Level 2,4.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,95,88
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,5.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,83,60
M,4.0,3.0,Technical or professional level employee,Technical or professional level employee,1.0,Level 1,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,79,42
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,99,91
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,4.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,46,53
F,4.0,3.0,Technical or professional level employee,Small entrepreneur ,2.0,Level 2,6.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,100,92
M,2.5,1.5,Technical or professional level employee,Home,2.0,None,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,97,86
F,1.0,1.0,Retired,Home,3.0,None,3.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,TECHNICAL/ACADEMIC,85,77
M,2.0,2.0,Independent,Independent,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,1.0,no,ACADEMIC,52,72
M,3.0,3.0,Retired,Retired,5.0,None,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,100,85
M,4.0,4.0,Executive,Executive,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,93,93
M,3.0,3.0,Entrepreneur ,Executive,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.0,0.0,no,ACADEMIC,96,88
F,4.0,3.0,Technical or professional level employee,Technical or professional level employee,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,91,90
F,3.0,3.0,Independent professional,Independent,5.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,100,97
M,1.0,1.0,Independent,Independent,1.0,Level 1,4.0,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,96,78
M,1.5,3.0,Independent,Independent,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,94,88
F,2.0,3.0,Independent,Auxiliary or Administrative,1.0,None,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,54,77
F,3.0,3.0,Executive,Executive,4.0,None,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,99,97
M,0.5,1.0,Independent,Home,2.0,Level 2,4.0,No,No,Yes,No,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,99,86
F,2.5,2.5,Independent,Independent,3.0,None,3.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,69,95
F,3.0,3.0,Technical or professional level employee,Home,5.0,None,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,99,97
M,3.0,3.0,Executive,Executive,5.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,91,97
M,4.0,4.0,Executive,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,97,98
M,3.0,3.0,Executive,Independent professional,5.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,87,99
M,4.0,3.0,Executive,Independent professional,5.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,99,100
F,0.5,2.0,Entrepreneur ,Home,5.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,87,91
F,3.0,4.0,Executive,Executive,6.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,59,96
M,3.0,3.0,Technical or professional level employee,Home,4.0,None,4.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,100,94
M,3.0,3.0,Entrepreneur ,Independent,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,70,69
F,3.0,3.0,Independent professional,Technical or professional level employee,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,99,93
M,3.0,3.0,Independent,Executive,3.0,Level 2,4.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,98,70
M,3.0,3.0,Independent professional,Independent professional,3.0,Level 3,5.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,4.0,0.0,yes,TECHNICAL,64,73
F,1.5,3.0,Independent,Small entrepreneur ,2.0,Level 2,3.0,No,No,No,No,No,No,Yes,Yes,Yes,No,1.0,0.0,yes,ACADEMIC,97,82
F,4.0,4.0,Executive,Executive,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,99,97
M,3.0,3.0,Independent,Other occupation,3.0,None,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,no,TECHNICAL,97,91
F,1.5,2.0,Operator,Operator,2.0,Level 2,6.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,3.0,0.0,no,ACADEMIC,84,72
F,3.0,3.0,Independent professional,Technical or professional level employee,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,92,82
M,3.0,2.0,Small entrepreneur ,Home,3.0,Level 3,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,92,65
F,2.5,2.5,Technical or professional level employee,Home,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,74,59
M,4.0,3.0,Executive,Home,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,TECHNICAL,100,86
F,2.0,2.5,Retired,Auxiliary or Administrative,2.0,Level 2,2.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,1.0,0.0,yes,TECHNICAL,39,71
F,2.0,2.0,Other occupation,Independent,1.0,Level 1,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,94,88
M,3.0,3.0,Operator,Auxiliary or Administrative,1.0,Level 3,8.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,91,5
M,3.0,3.0,Independent professional,Technical or professional level employee,4.0,None,5.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,98,86
F,3.0,3.0,Independent,Independent,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,96,94
M,1.0,2.0,Independent,Home,2.0,Level 2,4.0,No,No,No,No,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL,93,93
F,3.0,3.0,Retired,Auxiliary or Administrative,3.0,Level 3,4.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3.0,1.0,no,ACADEMIC,45,80
M,3.0,2.5,Entrepreneur ,Auxiliary or Administrative,5.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,98,84
M,2.0,1.0,Independent,Home,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL,99,87
M,3.0,3.0,Entrepreneur ,Entrepreneur ,4.0,None,2.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,100,94
M,2.0,2.0,Other occupation,Home,3.0,None,3.0,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,91,77
F,3.0,3.0,Operator,Independent,2.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,99,92
F,4.0,3.0,Small entrepreneur ,Small entrepreneur ,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,87,86
F,4.0,4.0,Technical or professional level employee,Technical or professional level employee,3.0,None,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,92,69
M,3.0,3.0,Small entrepreneur ,Technical or professional level employee,2.0,None,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,89,87
F,2.0,3.0,Independent,Operator,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,75,71
F,1.5,2.0,Independent,Home,3.0,None,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,68,64
M,2.0,2.5,Independent,Home,1.0,Level 3,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,99,96
M,1.0,2.0,Independent,Home,1.0,Level 1,4.0,No,No,No,Yes,No,No,No,Yes,Yes,No,1.0,0.0,yes,ACADEMIC,59,50
M,3.0,3.0,Independent professional,Home,1.0,Level 1,4.0,No,No,No,No,No,No,No,No,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,100,98
M,4.0,3.0,Independent,Independent professional,5.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5.0,0.0,no,ACADEMIC,89,89
M,3.0,3.0,Technical or professional level employee,Technical or professional level employee,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,80,95
F,0.5,2.0,Independent,Home,2.0,None,6.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,67,43
M,3.0,3.0,Independent,Other occupation,2.0,Level 2,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,98,67
M,3.0,2.0,Independent,Home,2.0,None,2.0,No,No,No,No,No,No,No,Yes,Yes,No,2.0,0.0,no,ACADEMIC,79,29
M,3.0,2.5,Operator,Auxiliary or Administrative,2.0,None,3.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,87,81
F,2.5,2.5,Technical or professional level employee,Retired,4.0,None,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,99,96
F,2.0,3.0,Operator,Home,2.0,Level 2,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.0,1.0,yes,TECHNICAL,78,79
F,2.0,3.0,Operator,Home,2.0,Level 2,6.0,No,No,No,No,Yes,No,No,No,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,100,94
M,,,Other occupation,Independent,3.0,None,5.0,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,99,97
M,1.0,0.5,Independent,Home,2.0,Level 1,4.0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,85,67
F,2.0,2.0,Operator,Operator,2.0,Level 2,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,2.0,0.0,no,ACADEMIC,81,83
F,2.5,2.0,Technical or professional level employee,Home,1.0,Level 2,4.0,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,100,98
M,0.0,2.0,Operator,Auxiliary or Administrative,3.0,Level 2,5.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,4.0,2.0,yes,TECHNICAL/ACADEMIC,73,91
F,2.0,3.0,Operator,Technical or professional level employee,2.0,Level 2,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL,12,29
F,1.5,1.5,Operator,Operator,1.0,Level 1,5.0,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,1.0,0.0,yes,TECHNICAL,91,67
F,3.0,2.0,Entrepreneur ,Auxiliary or Administrative,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,52,98
F,3.0,2.0,Operator,Home,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,99,89
F,3.0,2.0,Executive,Home,1.0,Level 1,4.0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,1.0,0.0,yes,ACADEMIC,91,37
M,2.0,2.0,Small entrepreneur ,Small entrepreneur ,1.0,None,6.0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,3.0,0.0,yes,ACADEMIC,98,99
M,1.0,3.0,Operator,Operator,2.0,Level 2,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,87,4
M,4.0,4.0,Technical or professional level employee,Technical or professional level employee,3.0,None,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,80,95
M,2.0,2.0,Operator,Home,1.0,Level 1,3.0,No,No,No,No,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,96,83
F,1.0,1.0,Independent,Home,3.0,Level 3,5.0,No,No,Yes,No,No,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,40,66
F,,2.0,Other occupation,Home,1.0,Level 1,7.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,95,73
M,0.5,1.0,Operator,Operator,2.0,Level 2,5.0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,3.0,2.0,yes,ACADEMIC,93,75
